,Ticker,Date,Div Amount
683,SXE.AX,2019-09-25,0.03
684,SXE.AX,2018-09-11,0.03
685,SXE.AX,2016-09-16,0.0135
686,SXE.AX,2016-03-18,0.0135
687,SXE.AX,2015-09-17,0.027
688,S32.AX,2020-03-05,0.01635
689,S32.AX,2019-09-12,0.041051
690,S32.AX,2019-03-07,0.02397
691,S32.AX,2018-09-13,0.084285
692,S32.AX,2018-03-08,0.055057
693,S32.AX,2017-09-14,0.079843
694,S32.AX,2017-03-09,0.047648
695,S32.AX,2016-09-15,0.0132
696,SHL.AX,2020-03-10,0.34
697,SHL.AX,2019-09-10,0.51
698,SHL.AX,2019-03-08,0.33
699,SHL.AX,2018-09-12,0.49
700,SHL.AX,2018-03-06,0.32
701,SHL.AX,2017-09-08,0.46
702,SHL.AX,2017-03-07,0.31
703,SHL.AX,2016-09-08,0.44
704,SHL.AX,2016-03-03,0.3
705,SHL.AX,2015-09-09,0.41
706,SHL.AX,2015-03-06,0.29
707,SIQ.AX,2020-02-28,0.215
708,SIQ.AX,2019-08-30,0.215
709,SIQ.AX,2019-04-12,0.2
710,SIQ.AX,2019-02-28,0.21
711,SIQ.AX,2018-09-13,0.205
712,SIQ.AX,2018-03-14,0.185
713,SIQ.AX,2017-09-14,0.165
714,SIQ.AX,2017-03-14,0.15
715,SIQ.AX,2016-09-14,0.098
716,SIQ.AX,2016-03-11,0.087
717,SIQ.AX,2015-09-11,0.079
718,SIQ.AX,2015-03-11,0.061
719,SGH.AX,2015-09-18,0.055
720,SGH.AX,2015-03-10,0.035
721,SKC.AX,2020-02-27,0.095988
722,SKC.AX,2019-08-29,0.095356
723,SKC.AX,2019-02-28,0.096
724,SKC.AX,2018-08-30,0.091499
725,SKC.AX,2018-03-01,0.09321
726,SKC.AX,2017-08-31,0.08998
727,SKC.AX,2017-03-02,0.09208
728,SKC.AX,2016-09-01,0.110094
729,SKC.AX,2016-03-02,0.0951
730,SKC.AX,2015-09-16,0.078987
731,SKC.AX,2015-03-18,0.080699
732,SKT.AX,2019-03-07,0.072233
733,SKT.AX,2018-09-06,0.068343
734,SKT.AX,2018-03-14,0.069929
735,SKT.AX,2017-09-04,0.111708
736,SKT.AX,2017-02-14,0.139652
737,SKT.AX,2016-09-08,0.143927
738,SKT.AX,2016-03-10,0.1391
739,SKT.AX,2015-09-02,0.134977
740,SKT.AX,2015-03-05,0.144704
741,SIV.AX,2018-04-05,0.1
742,SIV.AX,2017-09-07,0.251
743,SIV.AX,2017-03-16,0.129
744,SIV.AX,2016-09-02,0.25
745,SIV.AX,2016-04-13,0.17
746,SIV.AX,2015-09-03,0.2
747,SIV.AX,2015-03-05,0.16
748,SGM.AX,2020-03-09,0.06
749,SGM.AX,2019-10-03,0.19
750,SGM.AX,2019-03-12,0.23
751,SGM.AX,2018-10-04,0.3
752,SGM.AX,2018-03-13,0.23
753,SGM.AX,2017-10-05,0.2
754,SGM.AX,2017-03-13,0.2
755,SGM.AX,2016-10-06,0.12
756,SGM.AX,2016-03-10,0.1
757,SGM.AX,2015-10-02,0.13
758,SGM.AX,2015-03-11,0.16
759,SIO.AX,2015-08-26,0.053
760,SIG.AX,2019-09-19,0.01
761,SIG.AX,2019-04-03,0.02
762,SIG.AX,2018-10-12,0.015
763,SIG.AX,2018-04-05,0.025
764,SIG.AX,2017-09-19,0.0357
765,SIG.AX,2017-04-06,0.03
766,SIG.AX,2016-09-20,0.025
767,SIG.AX,2016-04-06,0.03
768,SIG.AX,2015-09-23,0.02
769,SIG.AX,2015-03-31,0.02
770,SHM.AX,2020-03-06,0.03
771,SHM.AX,2019-09-03,0.04
772,SHM.AX,2019-08-29,0.04
773,SHM.AX,2019-03-18,0.03
774,SHM.AX,2018-08-27,0.04
775,SHM.AX,2018-02-27,0.07
776,SHM.AX,2017-09-13,0.04
777,SHM.AX,2017-02-20,0.07
778,SHM.AX,2016-09-14,0.03
779,SHM.AX,2016-03-16,0.06
780,SCP.AX,2019-12-30,0.075
781,SCP.AX,2019-06-27,0.0745
782,SCP.AX,2018-12-28,0.0725
783,SCP.AX,2018-06-28,0.071
784,SCP.AX,2017-12-28,0.068
785,SCP.AX,2017-06-29,0.067
786,SCP.AX,2016-12-29,0.064
787,SCP.AX,2016-06-29,0.062
788,SCP.AX,2015-12-29,0.06
789,SCP.AX,2015-06-26,0.058
790,SHJ.AX,2020-03-12,0.015
791,SHJ.AX,2019-09-12,0.025
792,SHJ.AX,2019-03-07,0.0125
793,SHJ.AX,2018-09-06,0.0225
794,SHJ.AX,2018-03-05,0.01
795,SHJ.AX,2017-08-31,0.02
796,SHJ.AX,2017-03-20,0.006
797,SHJ.AX,2016-09-09,0.025
798,SHJ.AX,2015-09-10,0.0175
799,SSG.AX,2020-04-08,0.021
800,SSG.AX,2019-10-08,0.025
801,SSG.AX,2019-03-26,0.02
802,SSG.AX,2018-10-16,0.024
803,SSG.AX,2018-03-13,0.018
804,SSG.AX,2017-10-09,0.024
805,SSG.AX,2017-03-14,0.016
806,SGF.AX,2020-03-25,0.06943
807,SGF.AX,2019-09-18,0.0952
808,SGF.AX,2019-03-27,0.08169
809,SGF.AX,2018-09-24,0.09958
810,SGF.AX,2018-03-27,0.0878
811,SGF.AX,2017-09-25,0.09265
812,SGF.AX,2017-03-29,0.07536
813,SGF.AX,2016-09-28,0.0763
814,SGF.AX,2016-03-30,0.05223
815,SGF.AX,2015-09-29,0.06117
816,SGF.AX,2015-03-31,0.04725
817,SWM.AX,2017-09-25,0.02
818,SWM.AX,2017-03-17,0.02
819,SWM.AX,2016-09-14,0.04
820,SWM.AX,2016-03-17,0.04
821,SWM.AX,2015-09-02,0.04
822,SWM.AX,2015-03-11,0.06
823,SVW.AX,2020-03-25,0.21
824,SVW.AX,2019-09-13,0.21
825,SVW.AX,2019-03-25,0.21
826,SVW.AX,2018-09-13,0.21
827,SVW.AX,2018-03-26,0.21
828,SVW.AX,2017-09-13,0.21
829,SVW.AX,2017-03-17,0.2
830,SVW.AX,2016-09-14,0.2
831,SVW.AX,2016-03-23,0.2
832,SVW.AX,2015-09-21,0.2
833,SVW.AX,2015-03-25,0.2
834,SSM.AX,2020-03-04,0.04
835,SSM.AX,2019-09-17,0.055
836,SSM.AX,2019-03-06,0.035
837,SSM.AX,2018-09-12,0.045
838,SSM.AX,2018-03-14,0.03
839,SSM.AX,2017-09-13,0.03
840,SSM.AX,2017-03-15,0.015
841,SSM.AX,2016-09-14,0.015
842,SSM.AX,2016-03-16,0.01
843,SSM.AX,2015-09-04,0.01
844,SSM.AX,2015-03-13,0.005
845,SRV.AX,2020-03-09,0.11
846,SRV.AX,2019-09-05,0.1
847,SRV.AX,2019-03-06,0.13
848,SRV.AX,2018-09-03,0.13
849,SRV.AX,2018-03-08,0.13
850,SRV.AX,2017-09-05,0.091
851,SRV.AX,2017-03-09,0.13
852,SRV.AX,2016-09-06,0.11
853,SRV.AX,2016-03-02,0.11
854,SRV.AX,2015-09-07,0.11
855,SRV.AX,2015-03-03,0.11
856,SEQ.AX,2018-10-10,0.005
857,SEN.AX,2019-11-28,0.000462
858,SEN.AX,2018-12-13,0.000462
859,SHV.AX,2019-12-12,0.2
860,SHV.AX,2019-06-13,0.12
861,SHV.AX,2018-09-07,0.07
862,SHV.AX,2018-03-07,0.05
863,SHV.AX,2017-03-07,0.1
864,SHV.AX,2016-09-02,0.25
865,SHV.AX,2016-03-02,0.21
866,SHV.AX,2015-08-27,0.35
867,SHV.AX,2015-03-03,0.15
868,SEK.AX,2020-03-25,0.13
869,SEK.AX,2019-09-11,0.22
870,SEK.AX,2019-03-25,0.24
871,SEK.AX,2018-09-12,0.22
872,SEK.AX,2018-03-26,0.24
873,SEK.AX,2017-09-14,0.21
874,SEK.AX,2017-03-28,0.23
875,SEK.AX,2016-09-15,0.19
876,SEK.AX,2016-04-05,0.21
877,SEK.AX,2015-09-16,0.17
878,SEK.AX,2015-03-27,0.19
879,SLK.AX,2020-01-07,0.065
880,SLK.AX,2019-09-03,0.083217
881,SLK.AX,2019-03-18,0.063637
882,SLK.AX,2018-09-20,0.08
883,SLK.AX,2018-04-05,0.065
884,SLK.AX,2017-09-21,0.08
885,SLK.AX,2017-03-30,0.06
886,SLK.AX,2016-09-22,0.075
887,SLK.AX,2016-03-31,0.045
888,SLK.AX,2015-09-10,0.04
889,SLK.AX,2015-03-31,0.038
890,SDI.AX,2020-04-02,0.0135
891,SDI.AX,2019-09-05,0.015
892,SDI.AX,2019-03-28,0.01
893,SDI.AX,2018-09-06,0.014
894,SDI.AX,2018-03-22,0.011
895,SDI.AX,2017-09-07,0.013
896,SDI.AX,2017-03-23,0.01
897,SDI.AX,2016-09-08,0.012
898,SDI.AX,2016-03-23,0.008
899,SDI.AX,2015-09-08,0.01
900,SDI.AX,2015-04-14,0.004
901,SFC.AX,2020-03-05,0.45
902,SFC.AX,2019-09-05,0.4
903,SFC.AX,2019-03-07,0.3
904,SFC.AX,2018-08-30,0.3
905,SFC.AX,2018-03-08,0.15
906,SFC.AX,2017-08-31,0.14
907,SFC.AX,2017-03-09,0.12
908,SFC.AX,2016-09-01,0.13
909,SFC.AX,2016-03-10,0.12
910,SFC.AX,2015-09-02,0.13
911,SFC.AX,2015-03-11,0.12
912,SCG.AX,2020-02-13,0.113
913,SCG.AX,2019-08-14,0.113
914,SCG.AX,2019-02-13,0.1108
915,SCG.AX,2018-08-14,0.1108
916,SCG.AX,2018-02-13,0.1087
917,SCG.AX,2017-08-11,0.1086
918,SCG.AX,2017-02-13,0.1065
919,SCG.AX,2016-08-12,0.1065
920,SCG.AX,2016-02-11,0.1045
921,SCG.AX,2015-08-13,0.1045
922,SCG.AX,2015-02-11,0.102
923,SND.AX,2018-03-16,0.01
924,SND.AX,2017-08-30,0.01
925,SND.AX,2017-03-24,0.01
926,SND.AX,2016-09-23,0.02
927,SND.AX,2016-03-08,0.02
928,SND.AX,2015-09-04,0.04
929,SND.AX,2015-03-06,0.02
930,STO.AX,2020-02-25,0.075688
931,STO.AX,2019-08-27,0.088483
932,STO.AX,2019-02-26,0.086201
933,STO.AX,2018-08-28,0.047655
934,STO.AX,2016-02-24,0.05
935,STO.AX,2015-08-26,0.15
936,STO.AX,2015-02-25,0.15
937,SNC.AX,2020-05-05,0.035
938,SNC.AX,2019-10-21,0.035
939,SNC.AX,2019-05-16,0.035
940,SNC.AX,2018-05-08,0.035
941,SNC.AX,2017-10-23,0.035
942,SNC.AX,2017-05-18,0.035
943,SNC.AX,2016-10-21,0.03
944,SNC.AX,2016-04-18,0.02
945,SNC.AX,2015-10-22,0.02
946,SNC.AX,2015-10-21,0.028571
947,SNC.AX,2015-06-01,0.02
948,SFR.AX,2020-02-25,0.05
949,SFR.AX,2019-11-14,0.16
950,SFR.AX,2019-03-04,0.07
951,SFR.AX,2018-09-10,0.19
952,SFR.AX,2018-03-05,0.08
953,SFR.AX,2017-09-11,0.13
954,SFR.AX,2017-03-06,0.05
955,SFR.AX,2016-09-09,0.09
956,SFR.AX,2016-03-09,0.02
957,SFR.AX,2015-09-08,0.1
958,SFR.AX,2015-03-10,0.03
959,SLM.AX,2020-05-07,0.11
960,SLM.AX,2019-09-04,0.05
961,SLM.AX,2019-02-27,0.01
962,SLM.AX,2018-09-03,0.02
963,SLM.AX,2018-03-06,0.01
964,RYD.AX,2020-03-06,0.02
965,RYD.AX,2019-08-14,0.03
966,RYD.AX,2019-03-08,0.01
967,RXP.AX,2020-03-19,0.01
968,RXP.AX,2019-09-12,0.025
969,RXP.AX,2019-03-20,0.0175
970,RXP.AX,2018-09-13,0.02
971,RXP.AX,2018-03-21,0.015
972,RXP.AX,2017-09-14,0.03
973,RXP.AX,2017-03-15,0.015
974,RXP.AX,2016-09-15,0.02
975,RXP.AX,2016-03-22,0.01
976,RXP.AX,2015-09-14,0.0125
977,RFF.AX,2020-03-30,0.027118
978,RFF.AX,2019-12-30,0.027118
979,RFF.AX,2019-09-27,0.027118
980,RFF.AX,2019-06-27,0.026075
981,RFF.AX,2019-03-28,0.026075
982,RIO.AX,2020-03-05,3.4974
983,RIO.AX,2019-08-08,0.885
984,RIO.AX,2019-03-07,3.387
985,RIO.AX,2018-08-09,1.7084
986,RIO.AX,2018-03-01,2.2853
987,RIO.AX,2017-08-10,1.3772
988,RIO.AX,2017-02-23,1.6362
989,RIO.AX,2016-08-11,0.5913
990,RIO.AX,2016-02-24,1.5189
991,RIO.AX,2015-08-12,1.4491
992,RIO.AX,2015-03-04,1.5298
993,RIC.AX,2020-04-08,0.015
994,RIC.AX,2019-10-17,0.0275
995,RIC.AX,2019-04-23,0.015
996,RIC.AX,2018-10-25,0.0275
997,RIC.AX,2018-04-23,0.015
998,RIC.AX,2017-10-25,0.01925
999,RIC.AX,2017-04-24,0.015
1000,RIC.AX,2016-10-25,0.025
1001,RIC.AX,2016-04-21,0.015
1002,RIC.AX,2015-10-22,0.02
1003,RIC.AX,2015-04-21,0.015
1004,RHP.AX,2020-05-07,0.012
1005,RHP.AX,2019-10-08,0.02
1006,RHP.AX,2019-05-09,0.01
1007,RHP.AX,2018-10-04,0.01
1008,RHP.AX,2018-03-01,0.005
1009,REF.AX,2019-08-20,0.0275
1010,REF.AX,2017-08-30,0.007
1011,REF.AX,2016-09-01,0.01
1012,REF.AX,2015-09-01,0.01
1013,RTE.AX,2019-11-14,0.005
1014,RFG.AX,2017-09-11,0.15
1015,RFG.AX,2017-03-17,0.1475
1016,RFG.AX,2016-09-09,0.145
1017,RFG.AX,2016-03-17,0.13
1018,RFG.AX,2015-09-10,0.1175
1019,RFG.AX,2015-03-18,0.115
1020,RSG.AX,2018-08-31,0.02
1021,RSG.AX,2017-09-28,0.02
1022,RSG.AX,2016-09-19,0.017
1023,RMD.AX,2020-02-12,0.039
1024,RMD.AX,2019-11-06,0.039
1025,RMD.AX,2019-08-14,0.039
1026,RMD.AX,2018-05-09,0.035
1027,RMD.AX,2018-02-07,0.035
1028,RMD.AX,2017-11-08,0.035
1029,RMD.AX,2017-08-16,0.044
1030,RMD.AX,2017-05-10,0.033
1031,RMD.AX,2015-05-19,0.030175
1032,RMD.AX,2015-02-10,0.03077
1033,RMC.AX,2020-02-27,0.012
1034,RMC.AX,2019-09-05,0.005
1035,RMC.AX,2019-03-05,0.01
1036,RMC.AX,2018-09-19,0.009
1037,RMC.AX,2018-03-06,0.009
1038,RMC.AX,2017-09-19,0.0075
1039,RMC.AX,2017-03-07,0.0075
1040,RMC.AX,2016-10-19,0.02
1041,RMC.AX,2016-03-11,0.02
1042,RMC.AX,2015-09-11,0.02
1043,RMC.AX,2015-03-30,0.02
1044,RWC.AX,2020-03-10,0.045
1045,RWC.AX,2019-09-10,0.05
1046,RWC.AX,2019-03-07,0.04
1047,RWC.AX,2018-09-10,0.03
1048,RWC.AX,2018-03-08,0.035
1049,RWC.AX,2017-09-11,0.03
1050,RWC.AX,2017-03-09,0.03
1051,RRL.AX,2020-03-02,0.08
1052,RRL.AX,2019-08-30,0.08
1053,RRL.AX,2019-03-12,0.08
1054,RRL.AX,2018-09-12,0.08
1055,RRL.AX,2018-03-08,0.08
1056,RRL.AX,2017-09-12,0.08
1057,RRL.AX,2017-03-07,0.07
1058,RRL.AX,2016-08-23,0.09
1059,RRL.AX,2016-08-22,0.128571
1060,RRL.AX,2016-01-28,0.04
1061,RRL.AX,2015-09-28,0.06
1062,REG.AX,2020-03-11,0.0402
1063,REG.AX,2019-09-11,0.0711
1064,REG.AX,2019-03-13,0.0812
1065,REG.AX,2018-09-11,0.0865
1066,REG.AX,2018-03-13,0.0928
1067,REG.AX,2017-09-01,0.1004
1068,REG.AX,2017-03-03,0.103
1069,REG.AX,2016-09-02,0.0594
1070,REG.AX,2016-03-03,0.094
1071,REG.AX,2015-09-03,0.176
1072,REX.AX,2019-09-24,0.08
1073,REX.AX,2019-03-14,0.04
1074,REX.AX,2018-10-24,0.08
1075,REX.AX,2018-05-16,0.04
1076,REX.AX,2017-10-24,0.1
1077,RCT.AX,2019-12-30,0.106
1078,RCT.AX,2019-06-27,0.0304
1079,RCT.AX,2018-12-28,0.1057
1080,RCT.AX,2018-06-28,0.0971
1081,RCT.AX,2017-12-28,0.155
1082,RCT.AX,2017-06-29,0.0736
1083,RCT.AX,2016-12-29,0.12
1084,RCT.AX,2016-06-29,0.1191
1085,RCT.AX,2015-12-29,0.1704
1086,RCT.AX,2015-06-26,0.13
1087,REH.AX,2020-03-17,0.06
1088,REH.AX,2019-10-08,0.1425
1089,REH.AX,2019-03-19,0.06
1090,REH.AX,2018-10-09,0.1425
1091,REH.AX,2018-03-19,0.06
1092,REH.AX,2017-10-10,0.71
1093,REH.AX,2017-03-15,0.29
1094,REH.AX,2016-10-10,0.65
1095,REH.AX,2016-03-15,0.27
1096,REH.AX,2015-10-06,0.52
1097,REH.AX,2015-03-13,0.24
1098,RDH.AX,2020-03-10,0.02
1099,RDH.AX,2019-09-10,0.02
1100,RDH.AX,2019-03-14,0.02
1101,RDH.AX,2018-09-06,0.02
1102,RDH.AX,2018-03-07,0.02
1103,RDH.AX,2017-10-04,0.02
1104,RDC.AX,2019-12-30,0.022114
1105,RDC.AX,2019-09-27,0.021994
1106,RDC.AX,2019-06-27,0.021815
1107,RDC.AX,2019-03-28,0.021575
1108,RDC.AX,2018-12-28,0.007671
1109,RKN.AX,2020-02-25,0.02
1110,RKN.AX,2019-08-27,0.03
1111,RKN.AX,2018-08-14,0.03
1112,RKN.AX,2017-02-21,0.03
1113,RKN.AX,2016-08-16,0.02
1114,RKN.AX,2016-03-16,0.03
1115,RKN.AX,2015-08-24,0.0425
1116,RKN.AX,2015-02-18,0.0475
1117,REA.AX,2020-03-09,0.55
1118,REA.AX,2019-08-29,0.63
1119,REA.AX,2019-03-04,0.55
1120,REA.AX,2018-08-21,0.62
1121,REA.AX,2018-03-01,0.47
1122,REA.AX,2017-08-22,0.51
1123,REA.AX,2017-03-03,0.4
1124,REA.AX,2016-08-23,0.455
1125,REA.AX,2016-03-02,0.36
1126,REA.AX,2015-08-25,0.405
1127,REA.AX,2015-03-03,0.295
1128,RND.AX,2019-10-10,0.1
1129,RHC.AX,2020-03-05,0.625
1130,RHC.AX,2019-09-05,0.915
1131,RHC.AX,2019-03-06,0.6
1132,RHC.AX,2018-09-05,0.865
1133,RHC.AX,2018-03-06,0.575
1134,RHC.AX,2017-09-05,0.815
1135,RHC.AX,2017-03-07,0.53
1136,RHC.AX,2016-09-06,0.72
1137,RHC.AX,2016-03-08,0.47
1138,RHC.AX,2015-09-04,0.605
1139,RHC.AX,2015-03-06,0.405
1140,RHC.AX,2015-03-05,0.405
1141,RMS.AX,2019-09-03,0.01
1142,QVE.AX,2020-02-20,0.022
1143,QVE.AX,2019-08-28,0.022
1144,QVE.AX,2016-03-18,0.021429
1145,QVE.AX,2015-10-13,0.021429
1146,QVE.AX,2015-03-16,0.007143
1147,QUB.AX,2020-03-09,0.029
1148,QUB.AX,2019-09-17,0.029
1149,QUB.AX,2019-03-06,0.01
1150,QUB.AX,2018-09-18,0.028
1151,QUB.AX,2018-03-07,0.027
1152,QUB.AX,2017-09-11,0.028
1153,QUB.AX,2017-03-07,0.027
1154,QUB.AX,2016-09-12,0.028
1155,QUB.AX,2016-03-08,0.027
1156,QUB.AX,2015-09-07,0.028
1157,QUB.AX,2015-03-05,0.027
1158,QRI.AX,2020-04-29,0.008405
1159,QRI.AX,2020-03-30,0.007539
1160,QRI.AX,2020-02-27,0.007989
1161,QRI.AX,2020-01-30,0.008233
1162,QRI.AX,2019-12-30,0.009099
1163,QRI.AX,2019-11-28,0.007896
1164,QRI.AX,2019-10-30,0.007906
1165,QRI.AX,2019-09-26,0.009511
1166,QRI.AX,2019-08-29,0.007302
1167,QRI.AX,2019-07-30,0.008075
1168,QBE.AX,2020-03-05,0.27
1169,QBE.AX,2019-08-22,0.25
1170,QBE.AX,2019-03-07,0.28
1171,QBE.AX,2018-08-23,0.22
1172,QBE.AX,2018-03-08,0.04
1173,QBE.AX,2017-08-24,0.22
1174,QBE.AX,2017-03-09,0.33
1175,QBE.AX,2016-08-25,0.21
1176,QBE.AX,2016-03-10,0.3
1177,QBE.AX,2015-08-26,0.2
1178,QBE.AX,2015-03-04,0.22
1179,QIP.AX,2020-02-26,0.033
1180,QIP.AX,2019-09-04,0.048
1181,QIP.AX,2019-02-27,0.035
1182,QIP.AX,2018-09-04,0.043
1183,QIP.AX,2018-02-27,0.028
1184,QIP.AX,2017-09-01,0.053
1185,QIP.AX,2017-02-28,0.036
1186,QAN.AX,2020-03-02,0.135
1187,QAN.AX,2019-09-02,0.13
1188,QAN.AX,2019-03-04,0.12
1189,QAN.AX,2018-09-05,0.1
1190,QAN.AX,2018-03-07,0.07
1191,QAN.AX,2017-09-08,0.07
1192,QAN.AX,2017-03-07,0.07
1193,QAN.AX,2016-09-07,0.07
1194,PWH.AX,2020-03-17,0.019
1195,PWH.AX,2019-09-11,0.069
1196,PWH.AX,2019-03-27,0.016
1197,PWH.AX,2018-09-06,0.062
1198,PWH.AX,2018-03-28,0.011
1199,PWH.AX,2017-09-04,0.047
1200,PWH.AX,2017-03-30,0.009
1201,PWH.AX,2016-09-01,0.0378
1202,PWH.AX,2016-03-30,0.0062
1203,PTB.AX,2020-02-07,0.025
1204,PTB.AX,2019-05-06,0.064362
1205,PTB.AX,2018-06-07,0.05
1206,PTB.AX,2017-05-29,0.05
1207,PTB.AX,2016-05-30,0.05
1208,PTB.AX,2015-05-20,0.05
1209,PSI.AX,2020-03-10,0.035
1210,PSI.AX,2019-09-17,0.052
1211,PSI.AX,2019-03-12,0.031
1212,PSI.AX,2018-09-11,0.045
1213,PSI.AX,2018-03-13,0.027
1214,PSI.AX,2017-09-14,0.04
1215,PSI.AX,2017-03-16,0.02
1216,PSI.AX,2016-09-15,0.025
1217,PSI.AX,2016-03-15,0.012
1218,PSZ.AX,2016-03-30,0.025
1219,PSZ.AX,2015-09-28,0.03
1220,PSZ.AX,2015-03-27,0.03
1221,PRO.AX,2020-03-04,0.005
1222,PRO.AX,2016-03-09,0.02
1223,PRO.AX,2015-09-15,0.022
1224,PRO.AX,2015-03-10,0.02
1225,PFP.AX,2020-03-05,0.04
1226,PFP.AX,2019-09-03,0.058
1227,PFP.AX,2019-03-04,0.057
1228,PFP.AX,2018-09-04,0.064
1229,PBP.AX,2020-03-03,0.015
1230,PBP.AX,2019-10-24,0.025
1231,PBP.AX,2019-03-01,0.01
1232,PBP.AX,2018-11-07,0.05
1233,PBP.AX,2018-09-04,0.02
1234,PBP.AX,2018-03-20,0.0075
1235,PBP.AX,2017-09-04,0.015
1236,PBP.AX,2017-03-21,0.005
1237,PBP.AX,2016-09-02,0.015
1238,PPG.AX,2018-09-10,0.01
1239,PPG.AX,2018-02-26,0.01
1240,PPG.AX,2017-09-04,0.01
1241,PPG.AX,2017-03-08,0.01
1242,PPG.AX,2016-09-07,0.015
1243,PPG.AX,2016-03-08,0.0125
1244,PPG.AX,2015-09-07,0.015
1245,PPG.AX,2015-03-11,0.01
1246,PME.AX,2020-03-05,0.06
1247,PME.AX,2019-09-12,0.045
1248,PME.AX,2019-03-12,0.025
1249,PME.AX,2019-03-07,0.035
1250,PME.AX,2018-09-06,0.035
1251,PME.AX,2018-03-08,0.025
1252,PME.AX,2017-09-07,0.025
1253,PME.AX,2017-03-09,0.015
1254,PME.AX,2016-09-08,0.015
1255,PME.AX,2016-03-10,0.015
1256,PME.AX,2015-09-09,0.01
1257,PME.AX,2015-03-04,0.01
1258,PRT.AX,2019-12-23,0.03
1259,PRT.AX,2017-08-30,0.0119
1260,PRT.AX,2017-03-02,0.017
1261,PRT.AX,2016-08-26,0.017
1262,PRT.AX,2016-03-03,0.02
1263,PRT.AX,2015-09-03,0.03
1264,PRT.AX,2015-03-05,0.038
1265,PFG.AX,2020-04-02,0.002
1266,PFG.AX,2019-09-26,0.002
1267,PFG.AX,2019-04-04,0.002
1268,PFG.AX,2018-09-27,0.0045
1269,PFG.AX,2018-03-29,0.0045
1270,PFG.AX,2017-09-27,0.0045
1271,PFG.AX,2017-03-31,0.004
1272,PFG.AX,2016-09-28,0.004
1273,PFG.AX,2016-03-31,0.004
1274,PFG.AX,2015-09-25,0.004
1275,PFG.AX,2015-03-30,0.004
1276,PMV.AX,2019-10-25,0.37
1277,PMV.AX,2019-05-30,0.33
1278,PMV.AX,2018-04-30,0.29
1279,PMV.AX,2017-10-27,0.27
1280,PMV.AX,2017-04-27,0.26
1281,PMV.AX,2016-10-28,0.25
1282,PMV.AX,2016-04-21,0.23
1283,PMV.AX,2015-10-07,0.21
1284,PMV.AX,2015-04-23,0.21
1285,PPK.AX,2020-03-17,0.01
1286,PPK.AX,2019-10-14,0.01
1287,PPK.AX,2019-03-20,0.01
1288,PPK.AX,2015-03-27,0.015
1289,PGF.AX,2020-03-04,0.02
1290,PGF.AX,2019-09-04,0.02
1291,PGF.AX,2019-03-06,0.018
1292,PAF.AX,2020-03-04,0.015
1293,PAF.AX,2019-09-11,0.015
1294,PAF.AX,2019-03-13,0.02
1295,PAF.AX,2017-03-15,0.028571
1296,PAF.AX,2016-09-14,0.035714
1297,PL8.AX,2020-05-14,0.004
1298,PL8.AX,2020-04-17,0.004
1299,PL8.AX,2020-03-16,0.005
1300,PL8.AX,2020-02-13,0.005
1301,PL8.AX,2020-01-16,0.005
1302,PL8.AX,2019-12-16,0.005
1303,PL8.AX,2019-11-14,0.005
1304,PL8.AX,2019-10-16,0.005
1305,PL8.AX,2019-09-13,0.005
1306,PL8.AX,2019-08-15,0.005
1307,PL8.AX,2019-07-16,0.004916
1308,PL8.AX,2019-06-13,0.004916
1309,PL8.AX,2019-05-16,0.029498
1310,PL8.AX,2019-04-15,0.004916
1311,PL8.AX,2019-03-14,0.004916
1312,PL8.AX,2018-06-14,0.005
1313,PL8.AX,2018-05-16,0.005
1314,PL8.AX,2018-04-16,0.005
1315,PL8.AX,2018-03-14,0.0045
1316,PL8.AX,2018-02-13,0.0045
1317,PL8.AX,2018-01-16,0.0045
1318,PL8.AX,2017-12-13,0.0045
1319,PL8.AX,2017-11-15,0.0045
1320,PL8.AX,2017-10-16,0.0045
1321,PMC.AX,2020-02-28,0.03
1322,PMC.AX,2019-08-26,0.04
1323,PTM.AX,2020-03-02,0.13
1324,PTM.AX,2019-08-27,0.14
1325,PTM.AX,2019-02-28,0.13
1326,PTM.AX,2018-08-30,0.16
1327,PTM.AX,2018-03-01,0.16
1328,PTM.AX,2017-08-30,0.15
1329,PTM.AX,2017-03-01,0.15
1330,PTM.AX,2016-08-31,0.16
1331,PTM.AX,2016-03-01,0.16
1332,PTM.AX,2015-08-27,0.2
1333,PTM.AX,2015-03-02,0.17
1334,PAI.AX,2020-03-05,0.02
1335,PAI.AX,2019-09-05,0.02
1336,PAI.AX,2019-03-05,0.02
1337,PNC.AX,2020-04-06,0.24
1338,PNC.AX,2019-03-29,0.0431
1339,PNC.AX,2018-09-27,0.0771
1340,PNC.AX,2018-03-28,0.0662
1341,PNC.AX,2017-08-29,0.03696
1342,PNC.AX,2017-03-30,0.0422
1343,PNC.AX,2016-09-29,0.062
1344,PNC.AX,2016-03-30,0.036
1345,PNC.AX,2015-09-28,0.068
1346,PNC.AX,2015-03-27,0.0175
1347,PNI.AX,2020-03-05,0.069
1348,PNI.AX,2019-09-19,0.093
1349,PNI.AX,2019-03-07,0.061
1350,PNI.AX,2018-09-20,0.07
1351,PNI.AX,2018-03-08,0.046
1352,PNI.AX,2017-09-21,0.0336
1353,PNI.AX,2017-03-06,0.022
1354,PNI.AX,2016-09-14,0.019
1355,PNI.AX,2016-03-16,0.014
1356,PNI.AX,2015-03-27,0.016
1357,PET.AX,2019-10-09,0.005
1358,PPT.AX,2020-03-04,1.05
